n,x,y
2047,0.011878147,0.798589251
2048,0.352652901,0.839030316
2049,0.861865215,0.983095639
2050,0.238541464,0.936509157
2051,0.556653197,0.151593322
2052,0.491407352,0.307241082
2053,0.284819982,0.134829023
2054,0.987510519,0.619538709
2055,0.295504258,0.926108826
2056,0.772128597,0.428623382
2057,0.15856668,0.994069848
2058,0.066798818,0.273700047
2059,0.871272932,0.670799605
2060,0.43998613,0.386569115
2061,0.062016864,0.529989771
2062,0.387887194,0.897910589
2063,0.439897152,0.76346128
2064,0.735413006,0.06985349
2065,0.109244246,0.779684723
2066,0.225167058,0.908067511
2067,0.959304777,0.73872854
2068,0.738637164,0.731079005
2069,0.15452161,0.929319659
2070,0.337015775,0.605121205
2071,0.352454187,0.859601733
2072,0.675343969,0.105057554
2073,0.616296631,0.095802269
2074,0.849992575,0.192491427
2075,0.821193642,0.18166097
2076,0.517768607,0.865316575
2077,0.738766617,0.815644319
2078,0.743278942,0.066626186
2079,0.759694166,0.938204506
2080,0.475238415,0.712776041
2081,0.784942259,0.325454919
2082,0.708552023,0.845876527
2083,0.914704678,0.560433088
2084,0.127272639,0.222863154
2085,0.870825977,0.340098265
2086,0.004323806,0.504949897
2087,0.765677374,0.339862393
2088,0.585834556,0.771263238
2089,0.497883189,0.633865432
2090,0.962742433,0.274726536
2091,0.571958968,0.995160505
2092,0.417910135,0.27411417
2093,0.783686126,0.366804093
2094,0.872761277,0.501711076
2095,0.607333728,0.841693032
2096,0.379562325,0.778719657
2097,0.452283239,0.701251634
2098,0.457902404,0.535710102
2099,0.723060797,0.35782184
2100,0.292918849,0.2348169
2101,0.390684452,0.300507205
2102,0.555351657,0.54788565
2103,0.384500903,0.039949204
2104,0.321993768,0.765131894
2105,0.787077932,0.807937188
2106,0.849566311,0.263056657
2107,0.499549809,0.456650503
2108,0.444030906,0.963611123
2109,0.184211586,0.174911629
2110,0.304032719,0.404647227
2111,0.144990619,0.362831285
2112,0.575432803,0.580211257
2113,0.581582384,0.958509489
2114,0.087929732,0.228646528
2115,0.920161749,0.502932013
2116,0.323866918,0.923759958
2117,0.843389903,0.619269818
2118,0.838152902,0.378886558
2119,0.958763222,0.153238231
2120,0.20430953,0.229887704
2121,0.426447271,0.644064692
2122,0.910573318,0.698644555
2123,0.010692276,0.570976018
2124,0.047442081,0.761625404
2125,0.56493473,0.02297428
2126,0.497337344,0.717215915
2127,0.920311827,0.91975989
2128,0.773481595,0.579286242
2129,0.538499606,0.424059399
2130,0.998327571,0.011483647
2131,0.517447925,0.22106301
2132,0.517265631,0.33137707
2133,0.685227882,0.16062986
2134,0.389517579,0.882544361
2135,0.357712053,0.940810789
2136,0.594720518,0.194624581
2137,0.351106766,0.868559628
2138,0.94789993,0.050075435
2139,0.676477209,0.763812155
2140,0.525248254,0.828021443
2141,0.098966274,0.41145816
2142,0.374415595,0.771471061
2143,0.400893678,0.32553931
2144,0.561338677,0.462154324
2145,0.574054779,0.3663399
2146,0.8798351,0.876801745
2147,0.964471015,0.653042855
2148,0.486713062,0.822028054
2149,0.44016338,0.997776623
2150,0.624604165,0.38940691
2151,0.996124309,0.596970309
2152,0.34327968,0.692855218
2153,0.530138811,0.743530018
2154,0.815886074,0.187010824
2155,0.170722323,0.111678804
2156,0.318077753,0.515983014
2157,0.978426748,0.483859113
2158,0.82602931,0.683069353
2159,0.512593606,0.230641187
2160,0.110511733,0.755727339
2161,0.894511076,0.401456827
2162,0.689887183,0.020863713
2163,0.820554651,0.53075681
2164,0.990248542,0.309330776
2165,0.888143584,0.082478547
2166,0.42088714,0.701963384
2167,0.156399649,0.926562433
2168,0.289926379,0.157378456
2169,0.511606136,0.478742253
2170,0.504887386,0.061071257
2171,0.188108172,0.46911743
2172,0.18240992,0.042022593
2173,0.630098191,0.485411081
2174,0.603127644,0.194756232
2175,0.353184235,0.279654689
2176,0.993748826,0.19321535
2177,0.636512382,0.893660401
2178,0.042313678,0.507919623
2179,0.411417626,0.479583542
2180,0.787635669,0.498846309
2181,0.306740453,0.897039513
2182,0.690697875,0.222276211
2183,0.003913074,0.202605274
2184,0.304456624,0.186401178
2185,0.842157953,0.835965295
2186,0.586200439,0.569206666
2187,0.6681064,0.165690947
2188,0.196650402,0.041548006
2189,0.497861324,0.075001656
2190,0.553249758,0.677290063
2191,0.266018546,0.839152892
2192,0.64681138,0.275176123
2193,0.531488646,0.263225057
2194,0.997109742,0.740477029
2195,0.57446772,0.542346908
2196,0.411100467,0.785058235
2197,0.121501343,0.33320955
2198,0.156770829,0.800045802
2199,0.759495881,0.201446132
2200,0.106646136,0.511865312
2201,0.100103617,0.913835939
2202,0.170535788,0.575180974
2203,0.522495139,0.395347996
2204,0.823140833,0.494727056
2205,0.613004248,0.934553151
2206,0.80660007,0.237848151
2207,0.062115227,0.993275496
2208,0.012491254,0.653453976
2209,0.770580974,0.135450611
2210,0.322821946,0.243156503
2211,0.715457724,0.270518398
2212,0.353844801,0.148070024
2213,0.169414625,0.078291472
2214,0.266610053,0.108430433
2215,0.099455721,0.399343882
2216,0.9038551,0.349930838
2217,0.582258374,0.411443872
2218,0.348893577,0.062865307
2219,0.449838412,0.740761307
2220,0.385656595,0.467869848
2221,0.054678874,0.012701678
2222,0.8905407,0.419709119
2223,0.582662119,0.576052858
2224,0.959612817,0.167326543
2225,0.439641081,0.935719725
2226,0.620178046,0.044346901
2227,0.249329435,0.245241382
2228,0.043978759,0.229513693
2229,0.930823226,0.507934321
2230,0.854715535,0.022066813
2231,0.314793497,0.115376469
2232,0.898867777,0.207852814
2233,0.815898779,0.206682707
2234,0.303676549,0.572672161
2235,0.602552528,0.901840056
2236,0.96002899,0.221463496
2237,0.495551869,0.512004629
2238,0.949711331,0.778875266
2239,0.242927854,0.686406382
2240,0.389795361,0.44139807
2241,0.718465757,0.266658826
2242,0.221398327,0.264898023
2243,0.309157881,0.915388997
2244,0.875307774,0.547022399
2245,0.484389581,0.213734913
2246,0.792756445,0.729523373
2247,0.243390963,0.342074566
2248,0.173467593,0.079177075
2249,0.358396049,0.14810283
2250,0.186552778,0.538614876
2251,0.971547446,0.177429248
2252,0.29070064,0.826711221
2253,0.561534027,0.352744603
2254,0.114886346,0.410212173
2255,0.533750488,0.204016947
2256,0.385597381,0.997415909
2257,0.403196071,0.301731855
2258,0.065446928,0.678334028
2259,0.123289178,0.864044578
2260,0.825825273,0.484994554
2261,0.351247553,0.443571061
2262,0.244936037,0.084321668
2263,0.191195491,0.468960139
2264,0.283586862,0.763553546
2265,0.2371747,0.140175402
2266,0.034915829,0.205162518
2267,0.664274425,0.918418826
2268,0.341421104,0.7502869
2269,0.155893387,0.23488049
2270,0.705871129,0.55146732
2271,0.092631304,0.802334111
2272,0.269667667,0.987131608
2273,0.835007927,0.619335304
2274,0.127794419,0.881825314
2275,0.443308685,0.755804127
2276,0.836315198,0.661305122
2277,0.804939629,0.630241971
2278,0.159222002,0.630198593
2279,0.352918671,0.258491537
2280,0.722466293,0.359700969
2281,0.376893607,0.130062928
2282,0.958403256,0.465702489
2283,0.208058948,0.966406464
2284,0.95093904,0.332437334
2285,0.504829721,0.686148747
2286,0.227272994,0.107059854
2287,0.452692156,0.64295483
2288,0.130944855,0.265056344
2289,0.706473172,0.42593914
2290,0.260759805,0.695518282
2291,0.899617355,0.532308925
2292,0.587563753,0.241159459
2293,0.367995743,0.173511891
2294,0.24625064,0.346742155
2295,0.608203624,0.127843368
2296,0.212541954,0.589054362
2297,0.87239041,0.126355584
2298,0.122788889,0.867348598
2299,0.513028049,0.073972687
2300,0.542592837,0.040418421
2301,0.270409128,0.944080639
2302,0.771744331,0.58937886
2303,0.384817638,0.896624733
2304,0.657521469,0.924762982
2305,0.567680978,0.363392672
2306,0.310788959,0.323421692
2307,0.389934828,0.314026247
2308,0.086036963,0.718810706
2309,0.177047199,0.02160546
2310,0.851002509,0.255064319
2311,0.32103716,0.42720687
2312,0.662748805,0.838940838
2313,0.108961314,0.487436443
2314,0.561990663,0.193664437
2315,0.361482254,0.598193382
2316,0.500365553,0.685551218
2317,0.296958634,0.036324979
2318,0.065910993,0.958785402
2319,0.31127254,0.776900345
2320,0.226424823,0.907987374
2321,0.126132576,0.106601172
2322,0.716692093,0.556028907
2323,0.282364058,0.408040176
2324,0.40337815,0.56620155
2325,0.908922996,0.338223971
2326,0.774996807,0.635712711
2327,0.882756014,0.644007656
2328,0.861280448,0.00462182
2329,0.13216786,0.637967422
2330,0.276521028,0.919127718
2331,0.029574069,0.939898704
2332,0.679624638,0.430979253
2333,0.663610531,0.849390306
2334,0.351429059,0.36840278
2335,0.412570663,0.66834929
2336,0.659063561,0.668041228
2337,0.699248608,0.805821119
2338,0.248420998,0.893478589
2339,0.846714306,0.987131334
2340,0.352113522,0.120310822
2341,0.62882723,0.793164164
2342,0.181656899,0.838076859
2343,0.11523171,0.767247945
2344,0.912686054,0.476077703
2345,0.73405339,0.031919573
2346,0.712587078,0.465339329
2347,0.040451857,0.473109496
2348,0.039998536,0.497423041
2349,0.162013094,0.587164167
2350,0.19808769,0.283848438
2351,0.303076075,0.044251574
2352,0.380741997,0.15392026
2353,0.039233867,0.991782284
2354,0.31091695,0.538819045
2355,0.63831491,0.900631261
2356,0.179671597,0.676917063
2357,0.839465374,0.29177022
2358,0.570165258,0.009316257
2359,0.716634151,0.973602397
2360,0.254709094,0.959925815
2361,0.434932326,0.419976205
2362,0.684327651,0.599818321
2363,0.349039122,0.671780346
2364,0.000971758,0.706556355
2365,0.834274573,0.552450245
2366,0.776473333,0.84744013
2367,0.286335125,0.029320685
2368,0.042959779,0.207354189
2369,0.854147603,0.488976335
2370,0.607387175,0.150872432
2371,0.047346793,0.443398018
2372,0.244457071,0.304072611
2373,0.111187317,0.298871941
2374,0.791437591,0.523672622
2375,0.210139161,0.849606173
2376,0.914481389,0.297916568
2377,0.749524943,0.420773572
2378,0.086136843,0.269204633
2379,0.69467706,0.185165682
2380,0.393635482,0.766983648
2381,0.747562145,0.907833013
2382,0.828742163,0.258538124
2383,0.281165693,0.308177382
2384,0.089933584,0.101408798
2385,0.946361489,0.554377914
2386,0.423975717,0.721951671
2387,0.930208663,0.231783015
2388,0.691620532,0.535038683
2389,0.738610712,0.049649158
2390,0.829989358,0.318691549
2391,0.62810116,0.046061507
2392,0.452780429,0.970375877
2393,0.054300604,0.850477729
2394,0.698255183,0.749984399
2395,0.428350394,0.673564755
2396,0.51188106,0.267617878
2397,0.92812988,0.163471353
2398,0.127644639,0.639790771
2399,0.761922316,0.3574183
2400,0.043691262,0.764002382
2401,0.702739819,0.609417289
2402,0.805733528,0.297899611
2403,0.261197538,0.280766426
2404,0.546403484,0.140763659
2405,0.969414352,0.928504871
2406,0.637516813,0.723345579
2407,0.543931598,0.133088338
2408,0.249690063,0.363122911
2409,0.059383103,0.509944699
2410,0.357825796,0.921650451
2411,0.411637992,0.039584728
2412,0.201410924,0.831620086
2413,0.310552792,0.75188626
2414,0.136553226,0.829923817
2415,0.706972819,0.687985624
2416,0.670334387,0.545809486
2417,0.237872636,0.133209791
2418,0.241711587,0.055671432
2419,0.515381543,0.613902456
2420,0.445031018,0.300339747
2421,0.93584351,0.661028704
2422,0.351461036,0.211524973
2423,0.299372264,0.436814778
2424,0.88468532,0.436760925
2425,0.141888064,0.086610888
2426,0.563268522,0.265694211
2427,0.333571692,0.255291338
2428,0.815392696,0.75980181
2429,0.548260178,0.760624542
2430,0.760517045,0.548917431
2431,0.169211236,0.99561673
2432,0.666532398,0.842595695
2433,0.598683283,0.416154746
2434,0.461178816,0.268816593
2435,0.766159031,0.185110565
2436,0.831170963,0.631598852
2437,0.114478251,0.137906899
2438,0.289340139,0.415663568
2439,0.360480804,0.232874308
2440,0.206432768,0.378687087
2441,0.060331843,0.627159493
2442,0.280883061,0.413390216
2443,0.197113098,0.678387992
2444,0.701623844,0.210271608
2445,0.448018126,0.366327811
2446,0.112988339,0.462608163
2447,0.324470687,0.747688202
2448,0.468659442,0.494360253
2449,0.362975853,0.485973994
2450,0.16809534,0.562044965
2451,0.071818337,0.733340385
2452,0.010814156,0.223163709
2453,0.992127962,0.191181182
2454,0.750445615,0.430662585
2455,0.083971789,0.647558003
2456,0.71714131,0.257882036
2457,0.980216717,0.288647725
2458,0.563653397,0.992213822
2459,0.108802487,0.799639275
2460,0.48887632,0.594536344
2461,0.434240352,0.167938164
2462,0.189808613,0.700586554
2463,0.543071831,0.209213878
2464,0.008302132,0.347056227
2465,0.919556641,0.835758087
2466,0.64450674,0.123692014
2467,0.627744269,0.838802011
2468,0.935248835,0.801349055
2469,0.65260381,0.630781301
2470,0.251412054,0.895000882
2471,0.245988481,0.434038334
2472,0.138652464,0.896572385
2473,0.027668514,0.670218239
2474,0.774438548,0.855114134
2475,0.839578652,0.530528163
2476,0.29631536,0.344752593
2477,0.185734734,0.943559451
2478,0.638100889,0.16862958
2479,0.845724343,0.196895345
2480,0.926704397,0.140206225
2481,0.168459155,0.641630524
2482,0.784616982,0.573624666
2483,0.830393898,0.867214836
2484,0.742323165,0.975276787
2485,0.326673458,0.122814494
2486,0.18454284,0.693157657
2487,0.825326758,0.55286883
2488,0.320155615,0.292839464
2489,0.36852573,0.468209412
2490,0.551134206,0.566481953
2491,0.369276023,0.504395566
2492,0.831392797,0.509905449
2493,0.239379704,0.256455073
2494,0.041252986,0.596010021
2495,0.566869466,0.311134209
2496,0.628211133,0.098468857
2497,0.819734298,0.257768157
2498,0.705573972,0.390132397
2499,0.90519578,0.057224347
2500,0.944933573,0.579354976
2501,0.494379836,0.616832178
2502,0.499530105,0.063569035
2503,0.157482468,0.14265453
2504,0.299572204,0.744527149
2505,0.5811161,0.346384943
2506,0.080232748,0.656031169
2507,0.687983999,0.875839278
2508,0.163638079,0.342701345
2509,0.443188374,0.181029751
2510,0.969812761,0.990744204
2511,0.089661158,0.337735797
2512,0.03994309,0.05052784
2513,0.43950263,0.150341023
2514,0.190814236,0.871749292
2515,0.722950297,0.258683497
2516,0.00280232,0.289523677
2517,0.840823104,0.593962118
2518,0.855327806,0.23143537
2519,0.786919262,0.321496941
2520,0.425444328,0.629514782
2521,0.283256747,0.078587637
2522,0.66162508,0.203870728
2523,0.514621949,0.601708163
2524,0.421208075,0.036194804
2525,0.338668585,0.342626924
2526,0.438693412,0.475873375
2527,0.666104167,0.454014617
2528,0.826071942,0.437645394
2529,0.903999364,0.607768869
2530,0.16446476,0.66855855
2531,0.295740321,0.699847325
2532,0.443155608,0.893565315
2533,0.563373407,0.188821641
2534,0.348102492,0.979768371
2535,0.195415865,0.720633911
2536,0.085041832,0.846719103
2537,0.323694665,0.152054757
2538,0.460474986,0.234162095
2539,0.971295823,0.188134897
2540,0.908706573,0.419025531
2541,0.865418405,0.821603377
2542,0.974369141,0.689334573
2543,0.961817932,0.472534363
2544,0.619869248,0.180083858
2545,0.811148121,0.663554256
2546,0.060008449,0.08364824
2547,0.676446135,0.361949037
2548,0.609148656,0.093205243
2549,0.297038693,0.999104044
2550,0.571125414,0.13034412
2551,0.952810223,0.568099662
2552,0.480732237,0.499842629
2553,0.64735777,0.874815248
2554,0.299311868,0.779746176
2555,0.34340879,0.623930489
2556,0.885104117,0.051737737
2557,0.027841679,0.166411443
2558,0.1888446,0.793931752
2559,0.678683681,0.093420114
2560,0.447344986,0.334969288
2561,0.085206577,0.35946479
2562,0.66048215,0.387990475
2563,0.372009878,0.453349803
2564,0.580768182,0.633763129
2565,0.416376891,0.020950967
2566,0.529978471,0.041040108
2567,0.564815003,0.560596358
2568,0.396343121,0.804722746
2569,0.11425359,0.571812154
2570,0.180501655,0.329052258
2571,0.889993371,0.41251018
2572,0.548113858,0.484033781
2573,0.112271795,0.01246781
2574,0.862173638,0.118769566
2575,0.253489566,0.350589178
2576,0.094964722,0.142539948
2577,0.530775954,0.521433854
2578,0.251542156,0.400073638
2579,0.489277238,0.922456008
2580,0.55402125,0.758069073
2581,0.22655439,0.625795035
2582,0.572707047,0.997955881
2583,0.113017803,0.508300373
2584,0.513184383,0.479579101
2585,0.588455882,0.816018036
2586,0.080228626,0.056612122
2587,0.408026291,0.305592465
2588,0.073473117,0.260139765
2589,0.439527378,0.329353311
2590,0.863476936,0.13110416
2591,0.550562818,0.821653756
2592,0.714605204,0.418444951
2593,0.756900519,0.29485559
2594,0.114613411,0.576996033
2595,0.990657553,0.793629537
2596,0.721599374,0.746576383
2597,0.102093208,0.513573292
2598,0.830210728,0.860568016
2599,0.391962748,0.973782084
2600,0.171255186,0.682534221
2601,0.960033299,0.399398458
2602,0.563033406,0.050396244
2603,0.774980002,0.738578498
2604,0.136802363,0.754211061
2605,0.776163918,0.769628204
2606,0.057554539,0.816891081
2607,0.23690217,0.46359435
2608,0.372346908,0.648932128
2609,0.015171108,0.677885569
2610,0.594307653,0.197443121
2611,0.213133704,0.722911106
2612,0.299929992,0.090490451
2613,0.707426467,0.945988646
2614,0.425975426,0.641404566
2615,0.88862744,0.988999327
2616,0.62117032,0.128607993
2617,0.872125053,0.863605841
2618,0.562959262,0.092779658
2619,0.91750489,0.612088536
2620,0.87077448,0.747889746
2621,0.168005074,0.462200598
2622,0.745434134,0.886479422
2623,0.341395347,0.165442876
2624,0.763618333,0.539568043
2625,0.68051967,0.477741966
2626,0.825630473,0.268209822
2627,0.122722315,0.175440949
2628,0.373014454,0.808096
2629,0.737249363,0.750150452
2630,0.948029819,0.591559575
2631,0.721779022,0.386141073
2632,0.043503775,0.144492289
2633,0.603794607,0.624687016
2634,0.099645289,0.063803847
2635,0.548833008,0.714015604
2636,0.803021018,0.429916589
2637,0.112969362,0.535865412
2638,0.925356954,0.116472257
2639,0.675217839,0.410763182
2640,0.25460239,0.087597076
2641,0.193147977,0.324947562
2642,0.446767993,0.133287257
2643,0.838162422,0.667622861
2644,0.581372987,0.241055368
2645,0.113576172,0.893370832
2646,0.020956691,0.165493653
2647,0.110417195,0.033399843
2648,0.800692761,0.433023168
2649,0.185268798,0.780099246
2650,0.554246216,0.71048563
2651,0.290034994,0.538612813
2652,0.687163172,0.013625109
2653,0.380820981,0.177851569
2654,0.144241568,0.374123649
2655,0.875403324,0.093740991
2656,0.538433641,0.511130548
2657,0.689519836,0.635323485
2658,0.808189796,0.540648839
2659,0.948766473,0.939068915
2660,0.013800696,0.105314055
2661,0.342368022,0.049261187
2662,0.150933374,0.566954324
2663,0.501774866,0.318100669
2664,0.873058789,0.13380588
2665,0.80045434,0.59469613
2666,0.035458871,0.328030602
2667,0.182285187,0.747422559
2668,0.818298017,0.505768822
2669,0.679512244,0.590505096
2670,0.392564616,0.521364205
2671,0.475756988,0.594788924
2672,0.158283537,0.025953457
2673,0.845111813,0.78075955
2674,0.393416086,0.496581757
2675,0.873020425,0.384066047
2676,0.61084557,0.30898685
2677,0.075883563,0.168648405
2678,0.329272356,0.831522861
2679,0.216314355,0.561022604
2680,0.893984505,0.183977929
2681,0.589223322,0.95174201
2682,0.043656001,0.013989604
2683,0.169727808,0.684629969
2684,0.360985121,0.337319433
2685,0.467759828,0.333554806
2686,0.577042449,0.283665057
2687,0.387881301,0.854369122
2688,0.353682312,0.502590293
2689,0.005988079,0.187507935
2690,0.57916164,0.656839977
2691,0.333779441,0.057618386
2692,0.020512203,0.124891483
2693,0.459407709,0.890020975
2694,0.986397711,0.78004561
2695,0.045381491,0.916708398
2696,0.14582867,0.88570307
2697,0.670974062,0.129076684
2698,0.272666874,0.97562903
2699,0.273338065,0.13331942
2700,0.500001728,0.192136224
2701,0.262067619,0.151199293
2702,0.568960835,0.850429031
2703,0.528148499,0.352328943
2704,0.956960552,0.088117813
2705,0.992182536,0.739333246
2706,0.034111581,0.893595819
2707,0.560628436,0.448046475
2708,0.770912767,0.893780991
2709,0.872382702,0.168113064
2710,0.774298433,0.108531035
2711,0.633101818,0.272875318
2712,0.63462329,0.760042409
2713,0.362910441,0.591610798
2714,0.281583561,0.578146436
2715,0.795315297,0.545810465
2716,0.872813514,0.748082989
2717,0.93864371,0.166439222
2718,0.681333803,0.882488718
2719,0.3039959,0.969614633
2720,0.763332146,0.30634845
2721,0.739532101,0.997066756
2722,0.508907041,0.399722917
2723,0.635209547,0.718506041
2724,0.350429802,0.122254558
2725,0.55074018,0.38076276
2726,0.405962447,0.50954662
2727,0.060449024,0.843085732
2728,0.337216323,0.817665848
2729,0.323199987,0.78209708
2730,0.988420768,0.694246344
2731,0.481466208,0.035853745
2732,0.367285459,0.746423106
2733,0.243422,0.224898764
2734,0.234814674,0.972388548
2735,0.34923599,0.895955723
2736,0.135620074,0.44862828
2737,0.007232494,0.626592146
2738,0.870976408,0.856162716
2739,0.453126888,0.278390343
2740,0.445518288,0.61529953
2741,0.56872691,0.460593626
2742,0.302410192,0.586957183
2743,0.168919225,0.98306932
2744,0.066325278,0.262875348
2745,0.301489478,0.336372944
2746,0.30849641,0.364671526
2747,0.726654914,0.693925663
2748,0.551270453,0.696695248
2749,0.937429599,0.091968606
2750,0.340467193,0.138197933
2751,0.921224432,0.18614585
2752,0.58334434,0.202318575
2753,0.080032025,0.650007227
2754,0.178743409,0.851819301
2755,0.580480511,0.990127397
2756,0.987462241,0.317299097
2757,0.356976695,0.766744974
2758,0.774438826,0.011600254
2759,0.428269719,0.308715568
2760,0.868307351,0.743774811
2761,0.067747063,0.725889891
2762,0.484515811,0.963587327
2763,0.899105699,0.965280296
2764,0.275872029,0.785871985
2765,0.257539239,0.851008132
2766,0.023072003,0.242053085
2767,0.164565121,0.625661342
2768,0.268051037,0.954960584
2769,0.70439513,0.741607541
2770,0.218314246,0.967770722
2771,0.399573575,0.22151108
2772,0.200347728,0.49627084
2773,0.602902228,0.431883895
2774,0.86407182,0.402624361
2775,0.648093954,0.723618537
2776,0.196710939,0.319969278
2777,0.733889357,0.209659728
2778,0.963140161,0.937455453
2779,0.601021685,0.160109506
2780,0.079308399,0.247609026
2781,0.809470175,0.103767387
2782,0.875516046,0.466756236
2783,0.341160347,0.770996731
2784,0.136665404,0.25177885
2785,0.188176947,0.226903963
2786,0.536939439,0.65290404
2787,0.875442118,0.92620799
2788,0.639892245,0.455439229
2789,0.922887787,0.191069736
2790,0.212226334,0.758603806
2791,0.326750136,0.540488073
2792,0.749324396,0.304090753
2793,0.648933124,0.862819426
2794,0.405317848,0.199814522
2795,0.678963637,0.462219897
2796,0.337774814,0.675992986
2797,0.057448058,0.633514494
2798,0.414271875,0.362591081
2799,0.045464166,0.417275528
2800,0.62631124,0.771568594
2801,0.334519698,0.843991931
2802,0.494359918,0.708552857
2803,0.597846884,0.684060084
2804,0.257017374,0.001680304
2805,0.463378101,0.292688491
2806,0.013600074,0.638328341
2807,0.925288985,0.643091362
2808,0.564139304,0.773707672
2809,0.987524698,0.301075759
2810,0.056017551,0.165782155
2811,0.613967588,0.713240398
2812,0.724134839,0.658601235
2813,0.329166115,0.686201956
2814,0.093448706,0.886838186
2815,0.1561915,0.731049957
2816,0.142658044,0.410354839
2817,0.767188272,0.95378501
2818,0.089868004,0.949064849
2819,0.814017284,0.457726416
2820,0.423231455,0.958214559
2821,0.538660911,0.947584706
2822,0.588489017,0.349030906
2823,0.554994771,0.82924055
2824,0.657359354,0.68962571
2825,0.601569135,0.265576938
2826,0.330839367,0.680628045
2827,0.741083045,0.067832615
2828,0.257830916,0.715444585
2829,0.711428355,0.473413952
2830,0.763308533,0.1716119
2831,0.775991691,0.140642317
2832,0.309252759,0.772719882
2833,0.772605952,0.897059117
2834,0.977384841,0.091357223
2835,0.453161005,0.356196648
2836,0.278262782,0.505666483
2837,0.523322325,0.301643104
2838,0.940940017,0.536753578
2839,0.131864632,0.365234319
2840,0.009040308,0.916104269
2841,0.475763582,0.602674751
2842,0.655361085,0.601362763
2843,0.774163887,0.964681389
2844,0.362498806,0.585637383
2845,0.989525159,0.366782395
2846,0.228167649,0.67182585
2847,0.756588258,0.317352065
2848,0.089912243,0.367146391
2849,0.027951245,0.483020349
2850,0.134143085,0.63804359
2851,0.060166288,0.722967993
2852,0.501850942,0.517464269
2853,0.555247812,0.471975426
2854,0.181819396,0.284221057
2855,0.939747398,0.475120208
2856,0.365609368,0.252757453
2857,0.149315364,0.293631153
2858,0.177429221,0.985224763
2859,0.737746871,0.773139874
2860,0.921456633,0.121135138
2861,0.162079957,0.64924359
2862,0.029042969,0.28684375
2863,0.778105272,0.484223489
2864,0.242585476,0.008131203
2865,0.982331163,0.567933815
2866,0.498937407,0.341333947
2867,0.636125594,0.279399457
2868,0.344227894,0.848758017
2869,0.800534363,0.786570408
2870,0.460098954,0.655671292
2871,0.323831758,0.720657925
2872,0.903500654,0.308442139
2873,0.107804266,0.268244885
2874,0.733385645,0.162070962
2875,0.06543891,0.545850964
2876,0.645459793,0.585769791
2877,0.401853745,0.371813567
2878,0.864059138,0.534470438
2879,0.059985528,0.879596661
2880,0.56420109,0.461772584
2881,0.40992739,0.601489728
2882,0.919129665,0.248648961
2883,0.944950667,0.97061631
2884,0.627122759,0.863905847
2885,0.224082783,0.976614132
2886,0.251928769,0.862447935
2887,0.262320799,0.769545734
2888,0.433794485,0.417565643
2889,0.231380666,0.316888944
2890,0.203205268,0.703479375
2891,0.759167421,0.31803105
2892,0.642709749,0.085788531
2893,0.298460334,0.195166014
2894,0.994311575,0.712100884
2895,0.216609292,0.718455309
2896,0.569523266,0.71541891
2897,0.156723585,0.414008442
2898,0.863069944,0.091612076
2899,0.869264549,0.285235072
2900,0.267276182,0.032699768
2901,0.751539529,0.43658957
2902,0.822829778,0.585932818
2903,0.282565945,0.760447163
2904,0.331528209,0.225909468
2905,0.485551408,0.865046972
2906,0.890969576,0.771345459
2907,0.161597709,0.578683959
2908,0.682773364,0.461325114
2909,0.597592085,0.751719092
2910,0.453047851,0.310941807
2911,0.579224229,0.599305345
2912,0.882858036,0.591634903
2913,0.209818198,0.576609237
2914,0.883568888,0.464428061
2915,0.360364363,0.47321066
2916,0.779814867,0.261204356
2917,0.863348063,0.221738387
2918,0.182297218,0.55415542
2919,0.863966921,0.247984958
2920,0.994823135,0.845154784
2921,0.297602726,0.569323575
2922,0.024424104,0.45307425
2923,0.111558506,0.2566819
2924,0.974336437,0.016535267
2925,0.009425641,0.286343472
2926,0.911607096,0.837804588
2927,0.150802512,0.54738996
2928,0.736015993,0.916237644
2929,0.097548394,0.811466898
2930,0.168742057,0.472540117
2931,0.682769562,0.946619226
2932,0.090231392,0.970215005
2933,0.339539771,0.100928441
2934,0.918502976,0.312579048
2935,0.716356631,0.139832519
2936,0.88195132,0.338067073
2937,0.979650005,0.691557386
2938,0.032915045,0.37586466
2939,0.234611423,0.178555989
2940,0.792111364,0.04696403
2941,0.689458177,0.734089288
2942,0.037874007,0.866021078
2943,0.504781005,0.352932452
2944,0.231628743,0.603381113
2945,0.430496273,0.310967063
2946,0.10486835,0.049068692
2947,0.019935109,0.720375776
2948,0.990779488,0.848064285
2949,0.316490375,0.627637604
2950,0.87857213,0.88635085
2951,0.120463617,0.478114201
2952,0.487355083,0.919757356
2953,0.135810305,0.699879938
2954,0.428474784,0.891353339
2955,0.178981194,0.781623777
2956,0.685390536,0.961936758
2957,0.14793585,0.033275086
2958,0.738211256,0.885298494
2959,0.500728793,0.30732124
2960,0.112363126,0.340929568
2961,0.353572695,0.826872877
2962,0.496266521,0.065010183
2963,0.918691263,0.450545569
2964,0.349441588,0.388763651
2965,0.215137369,0.59390109
2966,0.967500642,0.530283407
2967,0.883154468,0.897007364
2968,0.731398352,0.604339115
2969,0.272972857,0.964264472
2970,0.177219659,0.548333068
2971,0.264648283,0.552362975
2972,0.068920821,0.267446427
2973,0.043192686,0.589857198
2974,0.508751296,0.188512993
2975,0.408122411,0.247546383
2976,0.5566198,0.009254612
2977,0.362609865,0.154520223
2978,0.010590131,0.858716597
2979,0.688144394,0.759069353
